user_id,favourite_fruit
80862,orange
22300,peach
22323,peach
22352,banana
22306,banana
31012,banana
119037,apple
118885,banana
66894,peach
66916,banana
22464,banana
30741,peach
1444,banana
30772,banana
80929,orange
30449,banana
30438,banana
30528,banana
30550,banana
82194,apple
88725,banana
88913,orange
4255,apple
62114,banana
37486,banana
12962,peach
12914,banana
12600,banana
12888,banana
41381,banana
79462,apple
56095,orange
177,banana
43215,apple
78005,orange
75171,orange
75356,apple
95359,orange
51072,banana
82306,apple
74050,orange
67696,apple
73553,banana
75991,banana
82182,orange
23316,banana
47121,banana
4342,apple
52281,apple
48734,banana
103737,apple
56844,orange
84680,banana
103943,banana
39585,banana
21886,apple
21884,banana
21793,banana
21854,banana
48458,banana
48532,banana
48483,banana
121353,orange
51379,banana
122108,orange
122094,orange
121911,apple
121955,apple
102258,orange
19350,banana
65211,orange
51623,banana
56462,banana
56412,banana
56511,banana
43076,banana
30350,banana
37143,banana
47341,banana
44655,banana
39527,banana
39440,banana
50913,banana
50957,banana
20177,banana
15198,banana
30235,banana
10857,peach
109192,apple
109169,apple
44569,banana
60011,peach
75418,peach
32638,banana
32664,banana
117495,banana
21878,orange
13459,orange
13529,banana
41076,banana
63308,banana
24105,banana
23705,banana
25983,banana
18115,banana
20655,peach
65350,peach
65331,apple
65380,apple
65266,banana
28565,banana
54314,banana
54575,orange
10732,peach
6730,apple
16455,banana
51767,peach
71507,orange
81995,orange
81992,apple
44361,peach
77917,orange
77845,orange
11438,peach
59845,apple
59943,banana
59836,banana
6695,peach
37363,banana
37348,peach
37369,banana
21584,banana
21461,banana
21473,peach
37263,banana
57394,banana
53866,orange
57613,orange
57661,orange
109864,apple
108207,apple
115463,apple
83448,apple
4959,banana
14904,banana
6209,apple
6328,apple
25603,peach
25645,banana
109090,orange
54467,banana
54420,banana
54407,orange
99532,peach
48310,banana
74036,apple
86458,apple
71081,banana
32016,peach
31436,banana
32005,banana
14563,banana
109542,orange
59339,orange
39337,banana
4696,apple
40938,banana
6403,peach
11289,banana
60301,peach
95305,orange
13641,peach
13649,banana
79460,peach
68018,banana
99114,orange
70226,orange
23269,banana
12007,banana
99879,orange
46905,apple
46908,banana
47913,banana
17793,banana
17679,banana
48229,peach
79791,peach
79813,orange
25521,banana
17167,banana
111619,banana
1147,peach
60255,peach
60218,banana
1765,apple
77955,orange
60041,banana
29356,banana
107886,banana
107802,banana
60520,banana
60476,banana
60554,banana
117739,orange
17438,banana
1584,peach
3085,banana
104730,banana
71923,banana
111779,banana
2538,peach
84748,peach
21022,banana
8452,banana
41643,peach
65850,peach
65806,apple
60304,banana
52641,banana
14062,banana
100052,orange
108074,apple
107816,apple
108306,banana
102740,apple
102684,apple
79117,orange
7319,banana
21414,banana
42702,banana
74616,banana
74440,banana
74515,orange
62688,peach
107126,banana
107201,orange
107239,orange
56760,peach
66230,banana
91559,banana
104610,banana
109046,orange
116662,orange
76212,apple
101086,banana
61425,banana
100459,apple
100274,apple
100359,banana
103221,apple
56555,apple
73853,banana
29812,banana
64955,banana
86104,apple
86027,banana
59582,peach
31321,banana
75076,apple
106718,banana
106697,orange
117957,orange
118148,apple
45858,banana
71319,banana
118249,orange
48385,apple
46169,apple
214,orange
56788,banana
62785,banana
20219,apple
20380,banana
20526,banana
85726,banana
85688,apple
56967,peach
101215,apple
12145,banana
122633,apple
122657,apple
122538,banana
122593,banana
31518,banana
100924,orange
32385,apple
50157,peach
71272,banana
23432,banana
71076,banana
85801,apple
32522,banana
78796,banana
78901,apple
78874,orange
101657,apple
117004,orange
117075,orange
117028,orange
41758,peach
41432,banana
41671,banana
42538,banana
42547,banana
8913,banana
8930,banana
78496,peach
78538,orange
78509,orange
60336,banana
56638,banana
56602,banana
83158,apple
77021,apple
31326,apple
48117,peach
11902,banana
108390,banana
17404,banana
17286,banana
107586,orange
112984,apple
5096,peach
35020,banana
100612,banana
20144,banana
19900,banana
19963,banana
2184,banana
62598,banana
26800,orange
47537,peach
50326,orange
114583,banana
104376,banana
11989,banana
50415,peach
50390,banana
46409,apple
11102,peach
11013,banana
46453,banana
55526,banana
100699,banana
49956,orange
34195,peach
34255,banana
115874,apple
115908,banana
78190,banana
78099,banana
84837,apple
61878,banana
20783,banana
20737,banana
34312,banana
55668,banana
23508,apple
28772,banana
28684,banana
51722,orange
6810,banana
68824,orange
218,banana
85611,banana
85603,apple
85506,orange
1849,orange
15961,banana
11687,banana
116120,orange
105071,apple
87619,orange
101685,apple
21014,banana
21201,banana
21060,banana
104303,banana
29277,banana
35116,peach
71939,banana
71937,orange
28390,peach
122852,apple
122822,banana
45566,peach
114790,banana
42140,orange
42162,orange
44419,peach
115576,apple
115596,orange
82978,peach
82918,banana
7472,banana
55764,peach
14394,banana
44249,banana
122270,peach
122366,apple
122285,apple
122379,apple
113900,banana
35473,orange
35495,banana
44603,apple
7250,apple
60972,apple
71640,peach
61233,banana
36131,banana
36050,banana
114981,banana
97617,banana
105486,banana
105385,peach
23460,peach
61387,banana
55647,banana
1906,peach
55891,peach
55972,banana
51190,banana
36515,banana
76327,banana
72258,banana
60542,apple
72034,peach
72062,peach
40102,banana
31268,banana
106048,orange
106268,banana
123180,banana
114200,peach
62906,banana
62835,banana
27529,peach
23570,banana
31305,banana
27869,banana
55350,banana
35981,banana
35920,banana
76756,apple
76903,apple
57555,banana
76852,orange
76411,apple
114366,banana
9280,banana
3276,banana
75979,peach
75937,peach
75968,apple
3421,peach
76658,apple
76531,orange
36327,banana
97876,peach
109711,orange
101995,banana
56105,orange
56226,banana
42349,orange
53613,apple
53640,banana
104980,orange
105074,banana
77191,orange
36442,peach
36406,peach
61428,banana
106414,peach
41355,banana
42018,banana
42042,banana
96565,banana
55246,banana
21256,banana
96093,banana
96956,orange
50673,orange
50719,orange
95871,apple
96101,banana
96000,orange
96092,orange
51201,banana
43922,banana
115220,orange
105934,peach
75869,peach
75893,banana
36175,banana
42368,banana
44326,apple
51018,apple
50969,apple
50995,orange
113225,banana
58052,banana
5128,banana
5134,banana
35331,banana
49262,banana
4004,banana
4026,apple
3954,apple
31681,banana
33608,banana
35729,banana
29496,banana
38312,orange
412,banana
1724,peach
12417,banana
12442,banana
12386,banana
21735,banana
45778,banana
53259,orange
53222,peach
39477,apple
50231,banana
50197,banana
53229,banana
22620,banana
58458,banana
1783,banana
30051,banana
12584,banana
12542,apple
52983,banana
45423,peach
26758,banana
16472,banana
45735,banana
98347,peach
23190,apple
94743,banana
7713,banana
7711,apple
58326,orange
18498,peach
39097,banana
32652,banana
39041,banana
76324,banana
84175,banana
59135,banana
83822,peach
83887,banana
83805,banana
83868,orange
7060,banana
45624,banana
45625,banana
63769,apple
10847,peach
63792,orange
34552,banana
52813,banana
52829,banana
64151,banana
57191,banana
44825,banana
64183,banana
16330,banana
70807,banana
44735,peach
53466,banana
4268,banana
19470,peach
19530,peach
19452,orange
6390,banana
19485,banana
94657,banana
94731,banana
94611,orange
5752,apple
5854,banana
59019,orange
46345,banana
41401,apple
43361,banana
41589,banana
33630,peach
38244,peach
25519,orange
26395,banana
18573,apple
18658,banana
10731,banana
120417,orange
120639,orange
27006,banana
78352,banana
16183,banana
33895,orange
49326,orange
49333,banana
18918,apple
45254,apple
56726,orange
63582,banana
63501,banana
54890,banana
70013,apple
67274,banana
61034,banana
13934,banana
32335,banana
38065,banana
52878,banana
3168,apple
52696,banana
64543,banana
64443,apple
24009,orange
2394,peach
59278,banana
33296,banana
12604,peach
12680,banana
14511,banana
110857,apple
28152,banana
1565,apple
16791,banana
25506,banana
34096,banana
40860,banana
111176,banana
111350,apple
75430,peach
57790,apple
98637,banana
98685,orange
5997,peach
69365,apple
66993,apple
525,banana
27419,apple
27433,banana
19346,peach
19342,banana
61939,orange
70470,banana
70391,banana
24956,banana
38004,banana
94801,banana
24978,peach
24937,apple
20695,banana
10125,apple
43627,banana
107251,apple
103983,banana
79864,banana
98178,banana
98201,apple
5679,apple
5205,banana
33694,banana
33702,peach
81125,banana
81177,apple
81180,banana
65259,orange
64766,peach
52587,apple
92854,apple
92549,apple
58032,peach
59191,banana
59201,banana
36670,banana
63487,peach
63454,banana
48952,banana
84366,orange
71405,banana
66365,apple
18142,banana
41157,peach
45135,banana
53116,orange
53085,banana
53102,banana
53114,banana
41542,banana
27066,orange
38474,peach
51049,banana
40428,apple
61976,banana
15509,apple
19137,banana
28028,banana
28119,banana
24227,orange
33458,banana
45469,banana
112110,orange
120362,banana
120277,apple
13352,banana
13325,peach
62919,orange
64360,banana
10032,peach
9990,banana
9996,banana
27705,banana
41799,banana
41831,banana
98986,orange
85704,banana
98893,peach
98992,peach
63257,peach
18779,banana
37504,banana
35622,banana
35603,banana
57861,banana
45692,banana
57847,orange
71026,apple
69504,banana
70944,orange
93466,banana
93610,orange
48757,banana
47384,banana
48819,banana
65054,banana
68997,banana
95012,banana
94986,apple
54329,banana
32896,banana
32973,banana
32774,banana
32957,banana
30085,banana
19792,banana
64005,orange
19801,peach
26720,orange
26733,banana
23065,banana
96340,banana
90220,peach
90397,banana
90582,banana
50729,banana
120665,orange
120875,apple
15667,banana
83646,banana
80059,banana
74151,banana
73257,banana
62046,apple
62334,banana
66558,banana
111440,orange
104049,banana
8212,banana
19563,banana
119243,apple
119149,apple
30187,apple
71683,orange
91712,orange
18394,banana
81663,orange
75533,apple
42477,banana
81578,banana
30318,peach
119918,orange
119908,orange
120013,orange
120079,banana
108563,orange
67946,orange
62461,banana
110383,apple
85020,peach
107946,apple
110534,banana
107899,apple
66145,banana
66200,banana
38121,orange
102365,apple
102491,banana
102388,orange
72681,apple
1402,banana
99188,apple
119794,banana
105354,apple
25456,orange
23008,banana
658,peach
72431,banana
32232,banana
72515,banana
73239,apple
73158,banana
73180,banana
25910,banana
25972,banana
43478,orange
43480,banana
15864,banana
52141,banana
79899,orange
62699,peach
2108,peach
62366,apple
66672,banana
9914,orange
16784,apple
16782,banana
9827,banana
13267,banana
24310,banana
24314,orange
13858,banana
88043,peach
82099,apple
32317,apple
88462,banana
62357,banana
52374,banana
80592,apple
40100,orange
80676,banana
74724,banana
18821,banana
18885,banana
47275,banana
17113,orange
29064,banana
47558,banana
47594,banana
5629,banana
96866,apple
101404,banana
43568,banana
43616,banana
111778,apple
30894,banana
30940,banana
11270,banana
41444,apple
25606,banana
51681,orange
21570,banana
26613,banana
25252,banana
31078,peach
3159,apple
118951,apple
118962,apple
118981,orange
119017,orange
30669,banana
30636,banana
74809,peach
74986,orange
30517,banana
30564,banana
13532,banana
20505,peach
77158,orange
4292,banana
4260,apple
62035,apple
12965,banana
103579,apple
72235,banana
73840,banana
103514,orange
103653,orange
121709,apple
57023,banana
43249,banana
74740,banana
74800,apple
112034,banana
75196,peach
73019,peach
95428,banana
82494,banana
82497,orange
60086,peach
84807,orange
34861,banana
37336,banana
5526,apple
76751,apple
22074,apple
22092,banana
52334,banana
99727,banana
103693,banana
78834,banana
103906,peach
58253,banana
67189,apple
122091,orange
122049,apple
122060,apple
37312,banana
20698,peach
112167,peach
95841,peach
105334,apple
56459,apple
56461,orange
7935,peach
108200,apple
112515,apple
1124,apple
39135,banana
30263,banana
30397,banana
30418,banana
30363,banana
15076,banana
39443,banana
50910,orange
2697,apple
21754,banana
21797,apple
10832,banana
10819,banana
109129,banana
109255,apple
62187,banana
54132,apple
12892,banana
32696,banana
32560,banana
101646,banana
117440,orange
48582,peach
13481,apple
13604,banana
20003,banana
54904,banana
20569,peach
60967,banana
37095,banana
54359,banana
54546,orange
54604,orange
101392,banana
42850,banana
41028,banana
46987,banana
78800,orange
82061,banana
46981,peach
77835,orange
57116,banana
57147,banana
57166,banana
52552,banana
21565,banana
115345,peach
115427,apple
57273,banana
29602,peach
29440,apple
29570,banana
29608,banana
14799,banana
14247,orange
108939,orange
109072,orange
59395,banana
40270,banana
73936,apple
78088,banana
87146,banana
87370,banana
86775,orange
73987,banana
61936,apple
68274,orange
53967,banana
62381,banana
62480,banana
65473,orange
65505,apple
65495,banana
14681,apple
14650,banana
14632,banana
14608,banana
109499,peach
65714,apple
59330,banana
39024,apple
50594,banana
31814,banana
15008,banana
99341,apple
6123,banana
23376,orange
23397,banana
46891,apple
10785,banana
59665,banana
47904,banana
47917,peach
17811,banana
17699,banana
17606,banana
79758,banana
85099,banana
85105,banana
63113,orange
25372,peach
17168,banana
44240,apple
78119,apple
55988,banana
31665,banana
84266,orange
101803,banana
106863,banana
107786,banana
54081,banana
3071,banana
111756,banana
96413,orange
101322,banana
84732,orange
41397,banana
41600,banana
40782,peach
40783,peach
16047,banana
35046,banana
65857,banana
14060,peach
14100,banana
14055,peach
13997,banana
14076,peach
21303,peach
22824,banana
67522,apple
74629,banana
101159,apple
100560,apple
107367,banana
39214,banana
116915,apple
95101,orange
116707,orange
101107,banana
101156,peach
103098,orange
96296,apple
108687,orange
108822,banana
73779,orange
73907,orange
73919,orange
73962,orange
72218,orange
66348,banana
29783,banana
65046,apple
22985,banana
22936,peach
22944,banana
53956,peach
100757,banana
118179,orange
118070,orange
8400,peach
48432,apple
55638,banana
24159,orange
46665,banana
10602,banana
10564,banana
14309,peach
14305,banana
51907,orange
18020,banana
20041,orange
85740,apple
116360,orange
19952,banana
43450,banana
101183,banana
102935,banana
103421,orange
42022,peach
122545,apple
17011,banana
46792,apple
11585,banana
50154,banana
85875,apple
32449,banana
32149,banana
32199,banana
32120,banana
2785,banana
117139,apple
116994,apple
117085,orange
117179,orange
117280,orange
34521,banana
65614,peach
46017,apple
78474,banana
78549,peach
60345,banana
60325,orange
56537,peach
97380,apple
101788,apple
83163,peach
83021,banana
48106,banana
48104,banana
34820,banana
79256,orange
107504,orange
99597,apple
99713,banana
113016,banana
112920,apple
106526,apple
16954,banana
66302,banana
66264,banana
100609,banana
19979,peach
19882,peach
19904,banana
50376,banana
114539,orange
78981,orange
31905,banana
105704,apple
10366,banana
15244,banana
36953,banana
36965,banana
63114,orange
15404,banana
34188,banana
27774,banana
116008,orange
82935,banana
84824,orange
68448,banana
55954,banana
38742,peach
38753,peach
68271,orange
34375,banana
34387,banana
47994,banana
68740,banana
34411,banana
28722,orange
28842,banana
63285,banana
63220,orange
1883,peach
1872,peach
15937,peach
15857,apple
15859,banana
15959,banana
34640,peach
87567,banana
101596,apple
101643,banana
83276,apple
3028,banana
21139,banana
38653,orange
104316,apple
104248,orange
51700,peach
53674,apple
53696,banana
7140,banana
29337,banana
35193,banana
35195,banana
23761,banana
14433,banana
73902,peach
75729,apple
122676,banana
28217,banana
34429,banana
3387,banana
43734,banana
115655,banana
23952,banana
23970,banana
82847,banana
3692,peach
14413,banana
122343,banana
35475,banana
35502,banana
105691,banana
9341,banana
77702,peach
49726,banana
60938,apple
71731,banana
61178,banana
61207,banana
77070,peach
76964,banana
86157,peach
3591,banana
105497,apple
23455,banana
61252,banana
13842,apple
102224,banana
55955,banana
51334,banana
15212,peach
72054,banana
31233,banana
51352,banana
9015,banana
106165,banana
123144,apple
1026,banana
104643,banana
27626,orange
83401,banana
83560,orange
29902,banana
55393,banana
35985,peach
7127,apple
44115,orange
114302,apple
114255,apple
9233,peach
40208,banana
40194,banana
72294,banana
76037,banana
75993,banana
76677,apple
36335,peach
77345,orange
45925,banana
39776,banana
40386,banana
102019,peach
56122,orange
56163,orange
55243,banana
53599,banana
85177,apple
44098,banana
15420,peach
15424,banana
61498,banana
28515,banana
28489,banana
3301,apple
96578,apple
96505,banana
61857,apple
21259,banana
15524,banana
46696,banana
95909,banana
44259,banana
51184,banana
39924,banana
43955,banana
3238,banana
96215,banana
96306,banana
36199,banana
42310,orange
44293,banana
44320,banana
113264,orange
95836,banana
58016,banana
96882,apple
96839,apple
96850,banana
31585,banana
35346,banana
58170,banana
58251,peach
54655,peach
58895,orange
58841,banana
58886,banana
58840,banana
30044,banana
38392,banana
23860,banana
12267,banana
3819,banana
9560,peach
9488,banana
6441,apple
58685,apple
7340,peach
34858,banana
58579,orange
53270,banana
58403,banana
58450,orange
50636,banana
313,peach
41344,orange
4291,apple
53011,banana
9434,peach
2277,banana
2314,banana
35253,peach
35563,banana
16481,banana
16526,banana
45743,apple
45725,apple
32129,banana
98317,peach
98355,apple
36543,banana
7666,apple
19241,banana
63949,peach
38931,banana
39035,banana
33414,banana
54681,orange
44116,apple
84146,banana
46509,banana
59059,banana
59123,peach
83860,apple
64162,orange
77679,apple
56723,orange
49973,orange
3264,banana
37833,banana
43238,banana
45568,banana
45602,peach
63862,orange
61066,apple
49105,peach
52762,banana
64084,orange
44628,banana
16364,banana
16319,banana
76671,banana
81808,banana
21407,banana
53442,banana
15735,peach
34514,banana
41383,banana
69921,banana
65233,banana
69925,orange
10376,peach
19362,apple
7524,apple
11456,apple
19262,banana
10298,banana
19051,banana
37876,orange
23752,peach
22230,peach
24778,peach
33643,banana
69258,apple
69398,banana
69338,banana
25139,banana
38235,peach
38229,banana
38172,banana
38041,banana
6384,peach
18572,banana
110764,banana
16208,peach
16104,peach
16134,banana
33880,banana
19846,banana
10179,banana
26271,banana
13152,banana
45262,apple
45177,orange
45189,banana
45244,peach
63522,peach
63478,peach
10927,banana
51942,banana
63540,orange
38085,peach
38080,banana
24669,banana
52714,peach
64558,apple
64541,orange
55745,banana
41637,apple
7764,banana
40417,apple
8809,banana
12670,peach
601,banana
46189,orange
26130,banana
34160,peach
17254,banana
22433,banana
43983,banana
76406,orange
98834,peach
98610,peach
98786,apple
48565,banana
54529,orange
19152,banana
98740,banana
5993,banana
404,peach
66853,banana
51294,banana
477,peach
19338,banana
24501,orange
4134,banana
33291,peach
94940,apple
83464,apple
78747,banana
10511,peach
5004,peach
77218,orange
106346,apple
46346,banana
78940,banana
120977,orange
10138,banana
7592,banana
7605,banana
7608,banana
44422,banana
47734,orange
55029,banana
85198,banana
5723,banana
31533,banana
33517,banana
33767,banana
33770,banana
37744,banana
81156,banana
71159,apple
59649,banana
73104,banana
42614,orange
44996,apple
45007,apple
73574,orange
70524,orange
56969,apple
73621,orange
17670,banana
63644,apple
44144,peach
27860,banana
84242,banana
60548,banana
78989,banana
84265,banana
18194,banana
18323,banana
1722,banana
6392,banana
28499,banana
2590,peach
26972,banana
26810,orange
26899,orange
53131,peach
10205,apple
27127,apple
26581,orange
27240,banana
94472,peach
94511,apple
66614,apple
72721,orange
7896,apple
67862,banana
84032,banana
2153,apple
33025,banana
33406,banana
10723,banana
120253,orange
73040,apple
51186,banana
120141,orange
28413,banana
64316,orange
40067,banana
64236,banana
9954,apple
80414,banana
99049,banana
13075,peach
13074,banana
73032,apple
72876,orange
72967,apple
72933,orange
57921,apple
9909,peach
2446,banana
70279,banana
82953,apple
66538,banana
81567,orange
47493,banana
77592,apple
74478,banana
22627,banana
81352,banana
32790,banana
32835,banana
33206,orange
26746,orange
64049,peach
16908,banana
28853,banana
63991,apple
49002,banana
19844,banana
26600,banana
110211,apple
74293,peach
110287,banana
84524,banana
84531,banana
89618,apple
89704,apple
83234,apple
83537,apple
89627,banana
41617,banana
37595,banana
86934,banana
120841,apple
83594,apple
83524,banana
83656,orange
14130,apple
26380,apple
26259,banana
15863,banana
26213,banana
26275,banana
80232,peach
11489,apple
34520,banana
48535,apple
81508,apple
75214,banana
81437,banana
53662,orange
85087,apple
111488,banana
111382,banana
105632,peach
95697,orange
113842,apple
119445,banana
91854,orange
26047,banana
18347,banana
18272,banana
81699,apple
81670,banana
118359,apple
119826,banana
96531,apple
110568,apple
110558,banana
16981,banana
62453,apple
61612,banana
72699,orange
36995,banana
111600,apple
110112,peach
665,peach
72356,banana
72548,banana
73327,orange
19002,banana
19082,banana
9677,peach
25780,orange
25864,orange
9795,apple
24258,orange
80579,peach
61335,banana
80496,apple
29669,banana
37341,banana
16855,banana
13239,banana
118589,peach
118798,apple
98873,banana
118538,banana
24342,orange
23044,peach
88602,banana
2499,banana
80673,banana
53301,banana
80636,orange
80119,orange
18809,apple
18788,banana
18789,banana
47261,banana
10224,banana
110705,apple
110655,banana
110708,apple
54333,orange
55098,banana
111874,banana
111914,apple
30893,banana
81004,peach
12122,apple
81006,banana
80885,orange
22289,banana
22275,banana
31080,banana
4379,banana
8516,banana
119126,banana
66901,apple
66970,apple
66930,banana
22523,peach
22554,peach
22455,peach
30642,banana
5570,apple
82647,orange
74878,peach
23703,orange
74868,orange
74994,banana
57560,orange
74940,orange
30588,peach
30585,banana
30455,banana
30483,banana
89261,apple
22109,peach
5058,peach
37447,banana
103532,orange
103604,orange
121795,apple
43208,banana
111971,apple
95408,apple
44405,banana
25178,banana
25285,banana
1567,peach
75132,orange
77013,orange
73400,banana
73384,banana
46153,peach
67411,apple
67444,banana
8165,apple
4203,banana
9171,banana
6635,banana
50849,orange
46369,banana
52290,apple
103799,banana
24156,banana
1419,peach
50705,banana
7224,banana
39706,banana
39720,banana
121571,apple
46176,apple
121586,banana
34673,banana
121954,orange
121996,apple
122184,banana
4189,peach
112127,banana
32521,banana
56414,apple
99455,banana
43095,peach
30294,peach
37383,banana
43919,banana
39521,peach
39517,banana
39457,banana
15233,apple
21763,peach
30234,banana
10758,banana
109318,banana
109234,banana
109289,apple
109113,peach
109267,banana
4691,peach
15629,banana
72437,banana
32674,banana
32648,banana
117378,orange
117542,orange
13487,banana
13603,banana
13587,banana
3589,banana
58348,banana
64950,apple
67537,banana
67533,banana
54847,banana
54962,orange
29879,banana
20596,peach
65300,orange
102905,apple
106986,apple
106923,orange
42832,apple
41016,banana
41580,apple
15183,banana
51761,apple
67954,banana
55416,orange
76150,orange
71171,banana
70616,banana
39247,orange
39286,banana
11357,peach
59909,banana
37349,banana
37317,banana
31761,peach
39617,banana
115369,banana
114168,orange
115489,orange
41278,apple
4894,peach
4941,banana
57334,banana
57232,banana
29609,banana
14869,banana
109069,orange
59473,banana
59502,banana
2894,peach
87345,orange
86098,banana
86554,banana
8524,banana
14549,banana
28524,apple
35441,banana
35389,banana
83555,apple
53721,peach
79415,apple
14994,banana
85816,apple
99312,banana
36886,banana
46856,apple
46855,banana
46899,banana
60072,apple
10769,banana
10787,peach
59797,banana
59671,orange
42591,orange
65202,banana
65127,banana
16286,orange
4789,banana
71626,banana
85139,banana
85048,banana
79695,apple
79804,peach
25488,banana
111529,banana
50174,banana
90421,orange
60223,orange
15063,banana
30050,apple
107763,apple
28832,banana
107924,orange
117671,peach
117714,orange
117759,orange
1477,banana
41388,orange
46148,apple
101443,banana
75009,orange
60351,banana
75850,banana
54292,banana
36375,banana
41641,banana
40769,banana
50576,orange
62321,banana
62244,apple
11374,peach
14056,banana
14067,peach
56977,banana
83102,banana
108253,orange
41471,banana
22828,banana
74520,peach
74470,banana
107098,apple
39226,banana
56755,banana
922,apple
116943,peach
46746,banana
78500,banana
86001,banana
56223,orange
21129,banana
9055,banana
46640,apple
29830,peach
29631,banana
29636,banana
44845,banana
44801,apple
44650,orange
22942,banana
22987,banana
23031,banana
36783,orange
36755,peach
57734,banana
57316,banana
85991,apple
84800,banana
59633,orange
15543,apple
58470,banana
106739,banana
106778,orange
118011,orange
118183,orange
48348,banana
48356,peach
65544,apple
56529,peach
10559,apple
10607,banana
14226,banana
62675,apple
62693,apple
20496,banana
20363,banana
85730,apple
85706,banana
116463,apple
116363,orange
116453,orange
102919,orange
103431,orange
103311,banana
79960,apple
49424,banana
51982,orange
53857,peach
53387,apple
28771,banana
122603,banana
11523,orange
31441,banana
31434,banana
49865,orange
49888,peach
32314,banana
71193,orange
85884,orange
32504,banana
2648,banana
1546,banana
8224,banana
117038,orange
41724,orange
56693,apple
56684,banana
101514,banana
47967,banana
48038,orange
15440,banana
11803,banana
79237,apple
79268,banana
107490,apple
99644,banana
106593,orange
34945,banana
23134,peach
23251,peach
50367,banana
78439,orange
12049,orange
78953,banana
51599,peach
50387,peach
50414,apple
50514,banana
43828,banana
63333,apple
90742,banana
123327,orange
123320,orange
36673,peach
46517,banana
100833,banana
49925,banana
24214,banana
34182,orange
27734,banana
116082,banana
112870,apple
95961,apple
78155,banana
78158,orange
79586,apple
45696,banana
3011,banana
46261,apple
55747,apple
68233,orange
20863,banana
20803,banana
28765,banana
67851,orange
56274,banana
56334,banana
56327,orange
48010,banana
6928,peach
6815,peach
85579,apple
85540,banana
11743,banana
116193,orange
116164,banana
116154,apple
87560,orange
87639,orange
14397,apple
83220,banana
20937,banana
21186,banana
67660,banana
38669,banana
860,peach
51719,banana
75229,orange
29321,peach
29392,banana
35180,banana
3926,apple
3862,peach
12102,banana
71800,banana
71859,orange
23819,apple
68517,banana
24076,apple
51309,orange
75661,apple
122771,banana
114383,banana
122739,banana
122832,banana
28064,banana
28089,banana
46132,banana
42118,banana
44452,peach
44455,banana
77458,banana
114295,apple
115807,apple
23974,peach
23959,banana
55803,peach
14466,banana
14435,banana
122421,apple
122413,apple
113882,apple
105722,apple
9286,banana
9343,apple
7286,banana
50105,banana
77668,peach
36154,banana
36155,peach
23681,banana
23600,banana
22856,banana
13334,banana
15716,banana
17927,banana
114924,apple
3595,apple
44203,apple
7365,banana
51263,banana
79849,apple
15273,banana
36491,banana
105081,apple
40049,banana
31183,peach
17982,banana
106243,apple
106253,orange
1023,peach
31358,peach
27842,banana
55392,peach
7113,peach
16081,peach
16068,banana
114348,orange
104368,orange
104340,banana
40215,banana
40192,banana
60633,orange
60656,orange
113941,apple
113928,banana
76715,banana
40659,peach
47782,banana
36281,peach
77474,banana
98022,apple
97983,banana
43756,banana
43597,banana
102094,orange
56072,banana
66401,apple
55201,banana
85313,banana
105157,orange
94841,banana
51062,orange
44000,banana
106343,orange
28649,peach
28476,peach
28568,banana
42014,banana
42056,apple
104841,banana
104926,apple
96490,banana
15622,banana
96366,banana
97120,banana
96912,banana
96109,apple
96062,banana
32496,orange
40293,banana
39328,apple
39908,banana
3189,peach
115155,banana
105969,orange
76220,banana
94562,banana
36170,peach
36214,apple
36236,banana
42306,apple
95636,banana
102230,orange
35300,banana
54789,banana
57098,orange
3988,peach
35750,banana
45048,banana
58900,banana
58844,orange
38279,peach
38282,banana
12268,banana
9593,banana
9557,banana
12400,banana
12361,peach
58648,peach
43664,banana
31613,banana
45642,banana
52464,banana
40700,apple
53183,banana
32541,banana
6082,banana
58545,banana
6712,peach
24494,banana
52993,banana
53012,banana
52969,banana
12757,peach
12831,peach
42307,banana
45407,banana
45438,banana
40915,banana
16451,banana
8425,banana
45665,banana
84264,banana
39296,banana
98372,orange
2425,apple
7737,banana
49666,apple
50460,peach
29936,banana
84133,apple
27371,banana
42354,banana
59159,banana
59165,banana
16353,banana
83784,apple
10567,banana
83774,banana
68554,banana
37778,banana
37839,peach
37801,banana
8805,banana
26702,banana
31836,banana
55596,orange
49109,banana
34080,apple
16367,banana
16261,banana
50622,orange
61001,banana
53395,banana
51583,banana
52154,banana
36274,banana
53347,banana
53345,orange
27136,banana
19486,banana
41172,apple
94617,banana
61690,banana
42134,peach
58921,peach
58999,banana
58581,orange
37916,banana
22138,banana
43753,banana
24789,peach
24744,peach
24759,peach
24809,banana
13852,banana
24785,banana
33653,banana
33474,banana
67481,banana
25076,banana
38224,banana
38236,banana
26568,peach
26504,banana
18706,banana
18696,banana
18746,banana
81404,banana
81421,apple
120472,orange
120608,banana
34347,banana
23227,banana
50875,apple
12060,banana
16141,apple
16178,banana
33849,banana
9822,banana
49304,banana
40461,apple
60904,banana
69963,banana
38054,orange
24642,banana
52844,banana
64503,banana
64459,orange
12729,orange
46797,banana
29235,banana
18904,banana
726,banana
12694,banana
11867,banana
12125,peach
36203,banana
97057,banana
41586,apple
110809,peach
79490,peach
34090,banana
34099,banana
66946,banana
98678,peach
54672,banana
40770,banana
5982,banana
424,banana
434,apple
27253,peach
6212,banana
27407,banana
65875,apple
70435,orange
32160,banana
38020,banana
94897,banana
77366,apple
83382,apple
94809,apple
56255,banana
10492,banana
10442,banana
10438,peach
121127,orange
